lesson_id,dialogue_line,scene,speaker,amis_text,chinese_translation,audio_url
3,1,未知場景,未知說話者,"Ina, macahiw to kako, ira ko kakaenen?",媽媽，我肚子好餓，有東西吃嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d1.mp3
3,2,未知場景,未知說話者,Ira i pinsiang ko lidaw.,冰箱裡有西瓜。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d2.mp3
3,3,未知場景,未知說話者,"Na’ay, caayay kafecol komaen to lidaw.",不要，吃西瓜吃不飽。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d3.mp3
3,4,未知場景,未知說話者,O maan to ko kacahiwan iso?,你有這麼餓嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d4.mp3
3,5,未知場景,未知說話者,"Tadamaroray kako anini a miongto, o maan ko mitangtangan iso a dateng sao?",我今天運動實在很累，你煮什麼菜？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d5.mp3
3,6,未知場景,未知說話者,"Ira ko foting, ’afar, titi ato tatokem.",有魚、蝦、肉和龍葵。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d6.mp3
3,7,未知場景,未知說話者,Ngalef saan ko cahiw ako a pakasanek to misafelan iso.,聞到你的料理我更加的餓。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d7.mp3
3,8,未知場景,未知說話者,Pahanhan han ho i tiraw i ’anengan a maro'.,先在那椅子上坐著休息吧。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d8.mp3
3,9,未知場景,未知說話者,"Te:di saan ko cidal anini, loso’ sa ko ciferang ako.",今天的太陽很炎熱，我一直在流汗。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d9.mp3
3,10,未知場景,未知說話者,"Sisiten to sasifin ko ciferang, malalisanaw.",用毛巾把汗水擦乾，以免感冒。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c3d10.mp3
4,1,未知場景,未知說話者,Masamaan ko romi’ad anini?,今天的天氣怎麼樣？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d1.mp3
4,2,未知場景,未知說話者,"Fangcal ko romi’ad, macidal.",是好天氣，出太陽。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d2.mp3
4,3,未知場景,未知說話者,Ira ko faliyos sa ko katengilan.,聽說有颱風。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d3.mp3
4,4,未知場景,未知說話者,So’elin! a matira manga’ay mifoting kita.,真的嗎？那我們可以去捕魚了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d4.mp3
4,5,未知場景,未知說話者,Ira ko foting saw?,會有魚嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d5.mp3
4,6,未知場景,未知說話者,"Ano makereng ko ’orad, manga’ay tayra i ’alo micadiway.",下豪大雨的時候，可以去河邊網魚。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d6.mp3
4,7,未知場景,未知說話者,O maan ko i ’aloay sao?,在河裡有什麼呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d7.mp3
4,8,未知場景,未知說話者,"Ira ko foting, o hara, o ’afar, o kafos, o kalang ato masamaamaanay aalaen.",有魚、溪魚、蝦、小溪蝦、螃蟹還有各式各樣溪流生物。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d8.mp3
4,9,未知場景,未知說話者,Matiniay ko ’orip no Pangcah?,這是阿美族的生活文化嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d9.mp3
4,10,未知場景,未知說話者,"Hai, caay kanikaw ko Pangcah to kakaenen.",是的，阿美族靠大自然生活，不缺食物。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c4d10.mp3
5,1,未知場景,未知說話者,I hakowaay a miheca a mahofoc kiso?,你是何年出生的？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d1.mp3
5,2,未知場景,未知說話者,1984 miheca a mahofoc kako.,我是1984年出生的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d2.mp3
5,3,未知場景,未知說話者,O kacanglahan ko kahofocan iso?,你的生日是春天嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d3.mp3
5,4,未知場景,未知說話者,Hai; i sakatosa polo’ romi’ad no sakatolo a folad ko kahofocan ako.,是的；三月二十日是我的生日。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d4.mp3
5,5,未知場景,未知說話者,O sakapina no pilipayan i tiya a romi’ad?,那時候是星期幾？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d5.mp3
5,6,未知場景,未知說話者,Sakasepat no pilipayan.,星期四。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d6.mp3
5,7,未知場景,未知說話者,O sakapina no pilipayan anini?,今天是星期幾？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d7.mp3
5,8,未知場景,未知說話者,Sakaenem to no pilipayan.,已經是星期六了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d8.mp3
5,9,未知場景,未知說話者,Mafawahay ho ko yofing hakiya?,郵局還有營業嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d9.mp3
5,10,未知場景,未知說話者,Hai! kirami; o ’ayaw aca no lahok a mafawah.,有啊！但是只有中午之前才營業。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d10.mp3
5,11,未知場景,未知說話者,Matakop a mitefad to payci?,來得及提款嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d11.mp3
5,12,未知場景,未知說話者,"Ano tangsol tayra i matini, maedeng ho a matakop.",如果現在立即前往，還可以趕的上。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c5d12.mp3
6,1,未知場景,未知說話者,Ira ko paisingan itini?,這裡有診所嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d1.mp3
6,2,未知場景,未知說話者,"Ira, tosa aca.",有，只有兩間。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d2.mp3
6,3,未知場景,未知說話者,I cowa ko mangataay?,哪一間比較近呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d3.mp3
6,4,未知場景,未知說話者,I ti:raw tora takara:way a loma’ ko mangataay.,在那棟高高的大樓是比較近的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d4.mp3
6,5,未知場景,未知說話者,Pafesot han pakayni ko rakat?,從這裡直走嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d5.mp3
6,6,未知場景,未知說話者,"Hai, caay karaay.",是的，不會遠。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d6.mp3
6,7,未知場景,未知說話者,Mafana’ kiso i cowa ko patiyamay hani?,你知道商店在哪裡呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d7.mp3
6,8,未知場景,未知說話者,Ira i tiraw.,就在那裡。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d8.mp3
6,9,未知場景,未知說話者,I sakacowa nora kongyen?,在公園的哪一邊？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d9.mp3
6,10,未知場景,未知說話者,I sakatimol nora kongyen.,在那座公園的南邊。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c6d10.mp3
7,1,未知場景,未知說話者,Nga’ay ho! o maan ko ’a’acaen iso?,你好，你要買什麼？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d1.mp3
7,2,未知場景,未知說話者,"Mi’aca kako to kafong, i cowa ko pa’acaay?",我想買帽子，在哪裡有賣？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d2.mp3
7,3,未知場景,未知說話者,Ira i sakatolo a tongroh.,在第三樓層。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d3.mp3
7,4,未知場景,未知說話者,Hai; mafana’to kako.,好的；我知道了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d4.mp3
7,5,未知場景,未知說話者,"Nga’ay ho, sapi’acaan kako to kafong.",你好，我想要買帽子。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d5.mp3
7,6,未知場景,未知說話者,Masamanay a cengel ko kaolahan iso?,你喜歡什麼顏色的？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d6.mp3
7,7,未知場景,未知說話者,"O kohecalay, kanca i; o kahengangayay.",是白色的，要不然；是紅色的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d7.mp3
7,8,未知場景,未知說話者,O kahengangay ko matatodongay i tisowanan.,紅色的對你很適合。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d8.mp3
7,9,未知場景,未知說話者,"Dawangwang konian, falicen to mamangay.",這頂稍大了些，請換小一點的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d9.mp3
7,10,未知場景,未知說話者,"Kilimen ho ako, masamaan koni?",我找找看，這頂怎麼樣？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d10.mp3
7,11,未知場景,未知說話者,"Matatodong konini, pina ko ’aca?",這頂很適合，多少錢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d11.mp3
7,12,未知場景,未知說話者,"Caay ka’atekak, tosa aca a so’ot.",不貴，只要二百元。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c7d12.mp3
8,1,未知場景,未知說話者,Tayni masa’opo kiso anodafak?,你明天會來聚會嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d1.mp3
8,2,未知場景,未知說話者,"Maanen hani, ira ko demak ako.",對不起，我有事。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d2.mp3
8,3,未知場景,未知說話者,Odengan to kiso ko caayay ka tayni yo!,只有你沒有來參加喔！,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d3.mp3
8,4,未知場景,未知說話者,"Maanen ko fana’, paliyaw sato kako mikihatiya.",沒辦法，以後再參加了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d4.mp3
8,5,未知場景,未知說話者,Hayda; matira pafelien ho kako toya sapasorot iso.,好吧；那麼你的會費先給我。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d5.mp3
8,6,未知場景,未知說話者,Todong to sapasorot alapina ko cecay a tamdaw?,每個人要繳多少會費？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d6.mp3
8,7,未知場景,未知說話者,Ala cecay so’ot ira ko tosa polo’ limood.,要繳交120元。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d7.mp3
8,8,未知場景,未知說話者,Na! Mararawaw ko paocoli.,拿去！別找錯錢了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d8.mp3
8,9,未知場景,未知說話者,"Aray, ano sakalima no pilipayan mikayki kita, ira ko limaw iso?",謝謝；星期五時我們要開會，你有空嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d9.mp3
8,10,未知場景,未知說話者,"Manen ko fana’, minokay kami a tala Posong.",抱歉，我們要回臺東。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c8d10.mp3
9,1,未知場景,未知說話者,Fangcal ko pisanoPangcah iso.,你的阿美語說得很好。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d1.mp3
9,2,未知場景,未知說話者,"Caho kafangcal, minanamay ho kako.",還不太標準，我還在學習。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d2.mp3
9,3,未知場景,未知說話者,Cima ko pasifana’ay i tisowanan?,誰教你的呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d3.mp3
9,4,未知場景,未知說話者,"Pa’aliwac mitilid tayra to ci akongan kako, i tira minanam kako.",放假時我去阿公處，我就在那裡學習。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d4.mp3
9,5,未知場景,未知說話者,Hai! salaw mafana’ caciyaw to no Pangcah kiso.,真的！難怪你很會說阿美語。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d5.mp3
9,6,未知場景,未知說話者,Mapasifana’ to ni akong kako kira.,平時阿公都有教我呀。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d6.mp3
9,7,未知場景,未知說話者,O manmaan ko pasifana’an ni akong iso?,你的阿公都教些什麼?,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d7.mp3
9,8,未知場景,未知說話者,"O ngangan no losid, ngangan no kakaenen,   ngangan no tatirengan ato ngangan no pinalengaw.",是服飾篇、食物篇、身體篇和植物篇等。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d8.mp3
9,9,未知場景,未知說話者,Maemin to mafana’ a somowal kiso?,你全部都會說了嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d9.mp3
9,10,未知場景,未知說話者,Caho; adihay ho ko nananamen.,還沒；還有許多要學的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c9d10.mp3
10,1,未知場景,未知說話者,Kalipahak to kahofocan iso!,祝你生日快樂！,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d1.mp3
10,2,未知場景,未知說話者,"’Aray ko pahemek iso, ano hakowa ko no miso a kahofocan?",謝謝您的祝福，你的生日是何時呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d2.mp3
10,3,未知場景,未知說話者,No cilaay a lipay.,下個禮拜。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d3.mp3
10,4,未知場景,未知說話者,O maan ko kaolahan iso a sapatiwid?,你喜歡什麼禮物？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d4.mp3
10,5,未知場景,未知說話者,Caento! polong han tayni loma’ miholol.,不用啦！全家人一起來我家寒喧吧。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d5.mp3
10,6,未知場景,未知說話者,Hayda; papolong sato kami tayra pahemek to kahofocan iso a romi’ad.,好吧；我們會一起去祝賀你的生日。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d6.mp3
10,7,未知場景,未知說話者,Li’ayaw han ako a mi’aray kamo to palemed takowanan. Ano hakowa ko no miso Ofad?,先謝謝你們給我的祝福。Ofad你的是什麼時候?,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d7.mp3
10,8,未知場景,未知說話者,"Wata ho, roma to a folad, caykanca tayni kiso yo!",還早啦！是下個月，你一定要來喔！,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d8.mp3
10,9,未知場景,未知說話者,"Hayda, ano maraod to tayra sato kako.",好哇！屆時我一定會去。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d9.mp3
10,10,未知場景,未知說話者,"Matira aca! tata, masadak kita misalama.",那麼，走吧，我們出去玩。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c10d10.mp3
11,1,未知場景,未知說話者,Papina kamo a malakaka?,你有幾個兄弟姐妹？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d1.mp3
11,2,未知場景,未知說話者,Tatolo kami a malakaka.,我有三位兄弟姐妹。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d2.mp3
11,3,未知場景,未知說話者,Ira ko kaka iso to fa’inayan?,你有哥哥嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d3.mp3
11,4,未知場景,未知說話者,"Ira, cecay ko kaka ako to fa’inayan.",有的，我有一個哥哥。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d4.mp3
11,5,未知場景,未知說話者,O maan ko tayal no kaka iso?,你哥哥是做什麼工作呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d5.mp3
11,6,未知場景,未知說話者,O malasafitayay ko tayal nira.,他是職業軍人。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d6.mp3
11,7,未知場景,未知說話者,O maan ko tayal no safa iso?,你的妹妹是做什麼工作呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d7.mp3
11,8,未知場景,未知說話者,Misafangcalay to pising ato fokes.,做美容和美髮的。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d8.mp3
11,9,未知場景,未知說話者,Tadamalalok kamo a malakaka.,你們兄弟姐妹很勤勞。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d9.mp3
11,10,未知場景,未知說話者,So’elin to; cifaloco’ ko mama ako a palatamdaw i tamiyanan.,沒錯；我爸爸很用心的在教育我們。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c11d10.mp3
12,1,未知場景,未知說話者,O maan ko tayal iso?,你是做什麼的？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d1.mp3
12,2,未知場景,未知說話者,O malaimengay kako.,我是警員。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d2.mp3
12,3,未知場景,未知說話者,O masamaanay ko tayal no imeng?,警察負責怎麼樣的工作？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d3.mp3
12,4,未知場景,未知說話者,Adihay ko tayal niyam caay ka ranih.,我們的工作非常繁雜。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d4.mp3
12,5,未知場景,未知說話者,O maamaan ko tatayalen namo saw?,你們有哪些工作呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d5.mp3
12,6,未知場景,未知說話者,"Mirepet to mari’angay, mitakaway, malasangay a parakat to tosiya ato misa’efitay.",抓壞人、小偷、酒醉駕車和詐欺犯。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d6.mp3
12,7,未知場景,未知說話者,Wata! caay to ko sasafaen ko tayal iso.,哇！你的工作真不簡單。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d7.mp3
12,8,未知場景,未知說話者,Hai! o mimaanay ko tayal iso?,是啊！你是從事什麼工作的呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d8.mp3
12,9,未知場景,未知說話者,O singsi kako.,我是老師。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d9.mp3
12,10,未知場景,未知說話者,"Fangcal ko malasingsiay, adihay ko sapaini to minanamay ato sapadama to saka’orip.",當老師真好，有豐富的知識和生活的保障。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c12d10.mp3
13,1,未知場景,未知說話者,Macahiw to kako.,我肚子餓了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d1.mp3
13,2,未知場景,未知說話者,Tatata malahok to kita hada.,走走走我們去吃午餐吧。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d2.mp3
13,3,未知場景,未知說話者,I cowa kita maro’?,我們要坐哪？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d3.mp3
13,4,未知場景,未知說話者,I tiraw mingata to pi’atalan kita.,我們在那邊靠近盛菜區。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d4.mp3
13,5,未知場景,未知說話者,O maan ko sikaen hakiya?,到底有什麼菜呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d5.mp3
13,6,未知場景,未知說話者,"Wah.....ira ko sorita, toda, ’a’owang ato dongec, fengiw saan a masanek.",哇...有章魚，海鰻，海膽和藤心，飄香撲鼻。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d6.mp3
13,7,未知場景,未知說話者,Ira ko titi ato kalang.,也有肉和螃蟹。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d7.mp3
13,8,未知場景,未知說話者,O kaolahan ako ko titi ato kalang.,我最喜歡吃肉和螃蟹。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d8.mp3
13,9,未知場景,未知說話者,Adihayen ko pi’atal!,那多盛一些吧！,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d9.mp3
13,10,未知場景,未知說話者,Marafi’ to ko kaysing ato sala ako.,我的餐盤滿出來了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d10.mp3
13,11,未知場景,未知說話者,Aka tawalen ko satenas.,別忘了沾醬。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c13d11.mp3
14,1,未知場景,未知說話者,O tatalacowa kiso Lafin?,Lafin你要去哪？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d1.mp3
14,2,未知場景,未知說話者,O tatala Kakacawan kako.,我要去長濱。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d2.mp3
14,3,未知場景,未知說話者,Mimaan kiso a tayra?,你要去那做什麼？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d3.mp3
14,4,未知場景,未知說話者,Mipasata kako to nanom.,我要去繳水費。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d4.mp3
14,5,未知場景,未知說話者,"Pikawih to kamay, ira to tayni ko tosiya.",快招手，公車來了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d5.mp3
14,6,未知場景,未知說話者,Tamita; macakat to kita a mikalic.,請吧；我們上車吧。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d6.mp3
14,7,未知場景,未知說話者,Lafin; Ira ini ko kamaro’an.,Lafin；這裡有位子呀。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d7.mp3
14,8,未知場景,未知說話者,Na’ay; malileng kako i tira a maro’.,不要，坐在那我會暈車。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d8.mp3
14,9,未知場景,未知說話者,Fawah hanen ko sasingaran.,把窗戶打開吧。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d9.mp3
14,10,未知場景,未知說話者,"Tatiih, micomod ko alafoh.",不行，灰塵會飛進來。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c14d10.mp3
15,1,未知場景,未知說話者,Aya! o maan ko adada no fafahi iso?,哎呀！你的妻子是什麼病呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d1.mp3
15,2,未知場景,未知說話者,Halafin to ko adada no fongoh nira.,他頭痛很久了。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d2.mp3
15,3,未知場景,未知說話者,Na masongila’ to makinsa panengneng to ising?,有讓醫生做徹底檢查嗎？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d3.mp3
15,4,未知場景,未知說話者,O tatayra to a miniwing misaheci pakinsa.,正要去住院做逐項的檢查。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d4.mp3
15,5,未知場景,未知說話者,"Pisana’onna’on to, mangalefaw.",請多保重，以免加重。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d5.mp3
15,6,未知場景,未知說話者,Na adada cingra caay to kadepoc ko pidipot to wawa.,從她生病以來，都無法專心照顧小孩。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d6.mp3
15,7,未知場景,未知說話者,I cowaay ko paisingan namo?,你們在哪裡就醫呢？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d7.mp3
15,8,未知場景,未知說話者,Tayra kami i Cangken paisingan.,我們要去長庚醫院。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d8.mp3
15,9,未知場景,未知說話者,"Aka to karawraw ko faloco’, pisana’ona’on to tireng.",你不要太操心，多注意身體。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d9.mp3
15,10,未知場景,未知說話者,"Hai, pi’imer to ko nga’ayay.",是的，保健最為首要。,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c15d10.mp3
16,1,未知場景,未知說話者,"Nga’ay ho, cima kiso?",你好，請問是哪位？,https://web.klokah.tw/extension/con_data/sound/3/dialogue/3c16d1.mp3
